trials.thisTrialN,trials.stepSize,trials.intensity,fixtation.started,grating.started,key_resp.started,fixtation.stopped,grating.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,11.94802700006403,12.506892699981108,12.506892699981108,12.52431740006432,12.807820999994874,,,,,,,
